basis_status,boundary_gap_to_leading,displacement_kind,frobenius_norm,full_entropy_effective_rank,learning_rate,numerical_rank,numerical_threshold,optimizer,parameters,relative_boundary_gap,relative_reconstruction_residual,retained_rank,run_id,shape,spectral_norm,stable_rank,stage,step,tensor,top_rank_energy
resolved,0.004928751764352916,cumulative,0.020137240437524816,593.3551931079562,3e-05,768,1.1906837287577208e-15,adamw,884736,0.012676681678613919,3.632861936547335e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.0046548288169699515,18.715114243950918,2,2,0.layers.19.mlp.Wo.weight,0.29739067244749473
resolved,0.002551735342213383,saved_segment,0.01640318971176959,539.2147581367662,3e-05,768,8.646594375394697e-16,adamw,589824,0.008942384190935536,3.768348258430841e-15,16,diagnostic-natural-adamw,"[768, 768]",0.005070416563418149,10.465725374209509,2,2,0.layers.2.attn.Wo.weight,0.3067708004295263
resolved,0.002551735342213383,cumulative,0.01640318971176959,539.2147581367662,3e-05,768,8.646594375394697e-16,adamw,589824,0.008942384190935536,3.768348258430841e-15,16,diagnostic-natural-adamw,"[768, 768]",0.005070416563418149,10.465725374209509,2,2,0.layers.2.attn.Wo.weight,0.3067708004295263
resolved,0.006041113819234711,saved_segment,0.02822350045423932,642.1809184125467,3e-05,768,3.3645068070772606e-15,adamw,1769472,0.015520720634067443,3.691058384817804e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006576558855311913,18.417230824005,2,2,0.layers.2.attn.Wqkv.weight,0.25336697824479043
resolved,0.006041113819234711,cumulative,0.02822350045423932,642.1809184125467,3e-05,768,3.3645068070772606e-15,adamw,1769472,0.015520720634067443,3.691058384817804e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006576558855311913,18.417230824005,2,2,0.layers.2.attn.Wqkv.weight,0.25336697824479043
resolved,0.006453855527953714,saved_segment,0.028473072561684725,652.6491756868172,3e-05,768,4.245979405197742e-15,adamw,1769472,0.022844434101115543,4.516220472096344e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.008299562181888607,11.769507868318541,2,2,0.layers.2.mlp.Wi.weight,0.2722085636907821
resolved,0.006453855527953714,cumulative,0.028473072561684725,652.6491756868172,3e-05,768,4.245979405197742e-15,adamw,1769472,0.022844434101115543,4.516220472096344e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.008299562181888607,11.769507868318541,2,2,0.layers.2.mlp.Wi.weight,0.2722085636907821
resolved,0.0031039119303973386,saved_segment,0.020111090835760737,615.7850957457599,3e-05,768,1.1987646100945092e-15,adamw,884736,0.008347086212892908,3.561364079051129e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004686420009832092,18.41572571135318,2,2,0.layers.2.mlp.Wo.weight,0.24272138653508013
resolved,0.0031039119303973386,cumulative,0.020111090835760737,615.7850957457599,3e-05,768,1.1987646100945092e-15,adamw,884736,0.008347086212892908,3.561364079051129e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004686420009832092,18.41572571135318,2,2,0.layers.2.mlp.Wo.weight,0.24272138653508013
resolved,0.004024922949158398,saved_segment,0.016551273726361688,490.92116710415166,3e-05,768,9.106827302699497e-16,adamw,589824,0.012963727767844095,4.343015711101776e-15,16,diagnostic-natural-adamw,"[768, 768]",0.005340300006115224,9.605755573517033,2,2,0.layers.20.attn.Wo.weight,0.3930286925552392
resolved,0.004024922949158398,cumulative,0.016551273726361688,490.92116710415166,3e-05,768,9.106827302699497e-16,adamw,589824,0.012963727767844095,4.343015711101776e-15,16,diagnostic-natural-adamw,"[768, 768]",0.005340300006115224,9.605755573517033,2,2,0.layers.20.attn.Wo.weight,0.3930286925552392
resolved,0.005103451824981414,saved_segment,0.02856882146326784,626.6349811220585,3e-05,768,3.1730601204777274e-15,adamw,1769472,0.012184029934736385,3.386790356323486e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006202340441062358,21.216485691930608,2,2,0.layers.20.attn.Wqkv.weight,0.2615278735250406
resolved,0.005103451824981414,cumulative,0.02856882146326784,626.6349811220585,3e-05,768,3.1730601204777274e-15,adamw,1769472,0.012184029934736385,3.386790356323486e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006202340441062358,21.216485691930608,2,2,0.layers.20.attn.Wqkv.weight,0.2615278735250406
resolved,0.004326056656115406,saved_segment,0.028384176587214833,633.7227394045817,3e-05,768,3.2317279510249596e-15,adamw,1769472,0.01089445548927875,3.755905480048514e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006317017706596712,20.189632399584532,2,2,0.layers.20.mlp.Wi.weight,0.24007789449474748
resolved,0.004326056656115406,cumulative,0.028384176587214833,633.7227394045817,3e-05,768,3.2317279510249596e-15,adamw,1769472,0.01089445548927875,3.755905480048514e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006317017706596712,20.189632399584532,2,2,0.layers.20.mlp.Wi.weight,0.24007789449474748
resolved,0.00947188404629766,saved_segment,0.020099536766770985,578.9442093428929,3e-05,768,1.384857603820855e-15,adamw,884736,0.028529470839305238,3.5922404853697155e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.005413927246986806,13.783111390612099,2,2,0.layers.20.mlp.Wo.weight,0.3303376830123763
resolved,0.00947188404629766,cumulative,0.020099536766770985,578.9442093428929,3e-05,768,1.384857603820855e-15,adamw,884736,0.028529470839305238,3.5922404853697155e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.005413927246986806,13.783111390612099,2,2,0.layers.20.mlp.Wo.weight,0.3303376830123763
resolved,0.006203353346872656,saved_segment,0.01640315808901835,481.8350773170357,3e-05,768,7.856017114358835e-16,adamw,589824,0.016277238242791682,3.902802939801899e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004606817154797225,12.678065473405676,2,2,0.layers.21.attn.Wo.weight,0.3563066372623204
resolved,0.006203353346872656,cumulative,0.01640315808901835,481.8350773170357,3e-05,768,7.856017114358835e-16,adamw,589824,0.016277238242791682,3.902802939801899e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004606817154797225,12.678065473405676,2,2,0.layers.21.attn.Wo.weight,0.3563066372623204
resolved,0.002839484614765483,saved_segment,0.028422313159831365,629.3197981327237,3e-05,768,3.233977536129191e-15,adamw,1769472,0.006887093841271041,3.415997026370138e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.00632141494211631,20.21576791916578,2,2,0.layers.21.attn.Wqkv.weight,0.24430965801060545
resolved,0.002839484614765483,cumulative,0.028422313159831365,629.3197981327237,3e-05,768,3.233977536129191e-15,adamw,1769472,0.006887093841271041,3.415997026370138e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.00632141494211631,20.21576791916578,2,2,0.layers.21.attn.Wqkv.weight,0.24430965801060545
resolved,0.006053118012523939,saved_segment,0.028349826833986805,589.2786960825911,3e-05,768,4.360151331648292e-15,adamw,1769472,0.018996582505199068,4.074594784192812e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.008522732600907213,11.064787953033944,2,2,0.layers.21.mlp.Wi.weight,0.320374149385562
resolved,0.006053118012523939,cumulative,0.028349826833986805,589.2786960825911,3e-05,768,4.360151331648292e-15,adamw,1769472,0.018996582505199068,4.074594784192812e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.008522732600907213,11.064787953033944,2,2,0.layers.21.mlp.Wi.weight,0.320374149385562
resolved,0.007298548957363023,saved_segment,0.02007924017040701,535.4059699457033,3e-05,768,1.529219560677836e-15,adamw,884736,0.02160424684055784,4.6266419911226684e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.005978292225378799,11.280809590529243,2,2,0.layers.21.mlp.Wo.weight,0.3499912895943414
resolved,0.007298548957363023,cumulative,0.02007924017040701,535.4059699457033,3e-05,768,1.529219560677836e-15,adamw,884736,0.02160424684055784,4.6266419911226684e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.005978292225378799,11.280809590529243,2,2,0.layers.21.mlp.Wo.weight,0.3499912895943414
resolved,0.003372808348338445,saved_segment,0.016479965344088056,505.01234132592504,3e-05,768,1.1717584553698817e-15,adamw,589824,0.015588235899966392,4.259876296960902e-15,16,diagnostic-natural-adamw,"[768, 768]",0.006871264248661494,5.75227032168629,2,2,0.layers.3.attn.Wo.weight,0.45667149636639
resolved,0.003372808348338445,cumulative,0.016479965344088056,505.01234132592504,3e-05,768,1.1717584553698817e-15,adamw,589824,0.015588235899966392,4.259876296960902e-15,16,diagnostic-natural-adamw,"[768, 768]",0.006871264248661494,5.75227032168629,2,2,0.layers.3.attn.Wo.weight,0.45667149636639
resolved,0.005657982363017656,saved_segment,0.028413541969852688,620.0809245959183,3e-05,768,5.063439078742777e-15,adamw,1769472,0.021962517363429013,5.048182694911166e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.009897440255312143,8.24147551801786,2,2,0.layers.3.attn.Wqkv.weight,0.3700411431608632
resolved,0.005657982363017656,cumulative,0.028413541969852688,620.0809245959183,3e-05,768,5.063439078742777e-15,adamw,1769472,0.021962517363429013,5.048182694911166e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.009897440255312143,8.24147551801786,2,2,0.layers.3.attn.Wqkv.weight,0.3700411431608632
resolved,0.012852348525157592,saved_segment,0.028389418250969946,653.3319517090579,3e-05,768,3.65423394635117e-15,adamw,1769472,0.038303586052580406,4.3665195257856e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.0071428848260033624,15.796675300413241,2,2,0.layers.3.mlp.Wi.weight,0.2667672956077452
resolved,0.012852348525157592,cumulative,0.028389418250969946,653.3319517090579,3e-05,768,3.65423394635117e-15,adamw,1769472,0.038303586052580406,4.3665195257856e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.0071428848260033624,15.796675300413241,2,2,0.layers.3.mlp.Wi.weight,0.2667672956077452
resolved,0.004711142707490545,saved_segment,0.02011177535375173,610.0201518018667,3e-05,768,1.3013552156749364e-15,adamw,884736,0.013909591947324993,3.951752392334832e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.005087485125338798,15.627680142785623,2,2,0.layers.3.mlp.Wo.weight,0.27916826278017426
resolved,0.004711142707490545,cumulative,0.02011177535375173,610.0201518018667,3e-05,768,1.3013552156749364e-15,adamw,884736,0.013909591947324993,3.951752392334832e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.005087485125338798,15.627680142785623,2,2,0.layers.3.mlp.Wo.weight,0.27916826278017426
resolved,0.005219519244509377,saved_segment,0.016404577334149257,538.8283796372377,3e-05,768,7.322440804061874e-16,adamw,589824,0.015223567201786348,3.43391689512812e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004293924697475986,14.595576130227348,2,2,0.layers.4.attn.Wo.weight,0.3080329128558168
resolved,0.005219519244509377,cumulative,0.016404577334149257,538.8283796372377,3e-05,768,7.322440804061874e-16,adamw,589824,0.015223567201786348,3.43391689512812e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004293924697475986,14.595576130227348,2,2,0.layers.4.attn.Wo.weight,0.3080329128558168
resolved,0.004259552768326403,saved_segment,0.028360328455555438,640.9483237496854,3e-05,768,3.217932210322888e-15,adamw,1769472,0.010329654973070049,3.793730765209244e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006290051346924338,20.328911783878112,2,2,0.layers.4.attn.Wqkv.weight,0.25279438273952043
resolved,0.004259552768326403,cumulative,0.028360328455555438,640.9483237496854,3e-05,768,3.217932210322888e-15,adamw,1769472,0.010329654973070049,3.793730765209244e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006290051346924338,20.328911783878112,2,2,0.layers.4.attn.Wqkv.weight,0.25279438273952043
resolved,0.00797754761483108,saved_segment,0.02841459125872803,652.6263100575169,3e-05,768,3.815458863048269e-15,adamw,1769472,0.02580392677474291,4.06165879574846e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.007458029129284566,14.515589427815595,2,2,0.layers.4.mlp.Wi.weight,0.27210810295165916
resolved,0.00797754761483108,cumulative,0.02841459125872803,652.6263100575169,3e-05,768,3.815458863048269e-15,adamw,1769472,0.02580392677474291,4.06165879574846e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.007458029129284566,14.515589427815595,2,2,0.layers.4.mlp.Wi.weight,0.27210810295165916
resolved,0.00894177745866355,saved_segment,0.02010416239027114,611.7293090355566,3e-05,768,1.1745253333029808e-15,adamw,884736,0.023823416055006298,3.662667470166901e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004591659594965722,19.170462881995565,2,2,0.layers.4.mlp.Wo.weight,0.2659207634117218
resolved,0.00894177745866355,cumulative,0.02010416239027114,611.7293090355566,3e-05,768,1.1745253333029808e-15,adamw,884736,0.023823416055006298,3.662667470166901e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004591659594965722,19.170462881995565,2,2,0.layers.4.mlp.Wo.weight,0.2659207634117218
resolved,0.00670695748551106,saved_segment,0.016411411291332494,530.9645470336302,3e-05,768,7.493728438635783e-16,adamw,589824,0.019053365736440394,3.6113484741766376e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004394368828627058,13.947579594549698,2,2,0.layers.5.attn.Wo.weight,0.33121469465823555
resolved,0.00670695748551106,cumulative,0.016411411291332494,530.9645470336302,3e-05,768,7.493728438635783e-16,adamw,589824,0.019053365736440394,3.6113484741766376e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004394368828627058,13.947579594549698,2,2,0.layers.5.attn.Wo.weight,0.33121469465823555
resolved,0.015495228025225809,saved_segment,0.028413233228504437,636.8534754849671,3e-05,768,3.705488674362184e-15,adamw,1769472,0.04214863700841849,4.6167773067535445e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.007243071793872884,15.388480285737089,2,2,0.layers.5.attn.Wqkv.weight,0.27577118321914507
resolved,0.015495228025225809,cumulative,0.028413233228504437,636.8534754849671,3e-05,768,3.705488674362184e-15,adamw,1769472,0.04214863700841849,4.6167773067535445e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.007243071793872884,15.388480285737089,2,2,0.layers.5.attn.Wqkv.weight,0.27577118321914507
resolved,0.001962905903292337,saved_segment,0.028394392391945064,649.9035039657041,3e-05,768,3.669475514529131e-15,adamw,1769472,0.005917662394936659,3.553526241992427e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.007172677326336178,15.671211489681168,2,2,0.layers.5.mlp.Wi.weight,0.2796510064323198
resolved,0.001962905903292337,cumulative,0.028394392391945064,649.9035039657041,3e-05,768,3.669475514529131e-15,adamw,1769472,0.005917662394936659,3.553526241992427e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.007172677326336178,15.671211489681168,2,2,0.layers.5.mlp.Wi.weight,0.2796510064323198
resolved,0.014461693150642264,saved_segment,0.020093940632522497,610.5476323522062,3e-05,768,1.1298463659380375e-15,adamw,884736,0.035364720220768454,3.156345520774505e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004416992771375395,20.695544280722935,2,2,0.layers.5.mlp.Wo.weight,0.26508936314258197
resolved,0.014461693150642264,cumulative,0.020093940632522497,610.5476323522062,3e-05,768,1.1298463659380375e-15,adamw,884736,0.035364720220768454,3.156345520774505e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004416992771375395,20.695544280722935,2,2,0.layers.5.mlp.Wo.weight,0.26508936314258197
resolved,0.008490204845670571,saved_segment,0.0165246483529755,508.9997929850218,3e-05,768,7.858314260489972e-16,adamw,589824,0.023016750306400262,3.5049314416871807e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004608164215534231,12.859040335093468,2,2,0.layers.6.attn.Wo.weight,0.4005620212066063
resolved,0.008490204845670571,cumulative,0.0165246483529755,508.9997929850218,3e-05,768,7.858314260489972e-16,adamw,589824,0.023016750306400262,3.5049314416871807e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004608164215534231,12.859040335093468,2,2,0.layers.6.attn.Wo.weight,0.4005620212066063
resolved,0.009425074559943099,saved_segment,0.02847850488699863,624.4155299114059,3e-05,768,3.705944044955315e-15,adamw,1769472,0.024824061882210584,3.965538055578682e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.007243961901005496,15.455464269220967,2,2,0.layers.6.attn.Wqkv.weight,0.3212629785781219
resolved,0.009425074559943099,cumulative,0.02847850488699863,624.4155299114059,3e-05,768,3.705944044955315e-15,adamw,1769472,0.024824061882210584,3.965538055578682e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.007243961901005496,15.455464269220967,2,2,0.layers.6.attn.Wqkv.weight,0.3212629785781219
resolved,0.016221336925617145,saved_segment,0.02849538490768722,647.3729332801481,3e-05,768,3.4371439660384973e-15,adamw,1769472,0.04323429626195077,3.4938812477529266e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.0067185417902212346,17.988668128418944,2,2,0.layers.6.mlp.Wi.weight,0.2793840483736792
resolved,0.016221336925617145,cumulative,0.02849538490768722,647.3729332801481,3e-05,768,3.4371439660384973e-15,adamw,1769472,0.04323429626195077,3.4938812477529266e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.0067185417902212346,17.988668128418944,2,2,0.layers.6.mlp.Wi.weight,0.2793840483736792
resolved,0.015330842911108125,saved_segment,0.020153125277114152,609.8340477684546,3e-05,768,1.0857729770754062e-15,adamw,884736,0.034413250906921225,3.249198720139656e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004244693381046661,22.541985235707614,2,2,0.layers.6.mlp.Wo.weight,0.25892340326587443
resolved,0.015330842911108125,cumulative,0.020153125277114152,609.8340477684546,3e-05,768,1.0857729770754062e-15,adamw,884736,0.034413250906921225,3.249198720139656e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004244693381046661,22.541985235707614,2,2,0.layers.6.mlp.Wo.weight,0.25892340326587443
resolved,0.006839638396479278,saved_segment,0.01649402519984407,527.5775530365801,3e-05,768,6.798219227378946e-16,adamw,589824,0.017291796683061862,3.843406089481578e-15,16,diagnostic-natural-adamw,"[768, 768]",0.003986517913959214,17.1185063200261,2,2,0.layers.7.attn.Wo.weight,0.3434672737613867
resolved,0.006839638396479278,cumulative,0.01649402519984407,527.5775530365801,3e-05,768,6.798219227378946e-16,adamw,589824,0.017291796683061862,3.843406089481578e-15,16,diagnostic-natural-adamw,"[768, 768]",0.003986517913959214,17.1185063200261,2,2,0.layers.7.attn.Wo.weight,0.3434672737613867
resolved,0.01086681847509491,saved_segment,0.028425121997616272,636.5427616759738,3e-05,768,2.969432819700955e-15,adamw,1769472,0.02357966603884599,3.4426142495289512e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.0058043127345082214,23.982975651188852,2,2,0.layers.7.attn.Wqkv.weight,0.26518564245475595
resolved,0.01086681847509491,cumulative,0.028425121997616272,636.5427616759738,3e-05,768,2.969432819700955e-15,adamw,1769472,0.02357966603884599,3.4426142495289512e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.0058043127345082214,23.982975651188852,2,2,0.layers.7.attn.Wqkv.weight,0.26518564245475595
resolved,0.013855223377434524,saved_segment,0.028391236186322343,650.5009406528542,3e-05,768,3.302403219614828e-15,adamw,1769472,0.0358774356595886,4.013383276920136e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.00645516575923805,19.34433513580462,2,2,0.layers.7.mlp.Wi.weight,0.26127756451871104
resolved,0.013855223377434524,cumulative,0.028391236186322343,650.5009406528542,3e-05,768,3.302403219614828e-15,adamw,1769472,0.0358774356595886,4.013383276920136e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.00645516575923805,19.34433513580462,2,2,0.layers.7.mlp.Wi.weight,0.26127756451871104
resolved,0.013673611953194642,saved_segment,0.020135255876378856,612.9804172768469,3e-05,768,1.0676203627224478e-15,adamw,884736,0.031008499932254838,3.939904979404828e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.0041737280101822654,23.27373140828763,2,2,0.layers.7.mlp.Wo.weight,0.25156100914563984
resolved,0.013673611953194642,cumulative,0.020135255876378856,612.9804172768469,3e-05,768,1.0676203627224478e-15,adamw,884736,0.031008499932254838,3.939904979404828e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.0041737280101822654,23.27373140828763,2,2,0.layers.7.mlp.Wo.weight,0.25156100914563984
resolved,0.002715986035263424,saved_segment,0.01648496233492173,526.3309867468231,3e-05,768,7.112983961069196e-16,adamw,589824,0.0072605523422416525,2.7652959858286764e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004171097905802545,15.619788556182966,2,2,0.layers.8.attn.Wo.weight,0.3441783437757748
resolved,0.002715986035263424,cumulative,0.01648496233492173,526.3309867468231,3e-05,768,7.112983961069196e-16,adamw,589824,0.0072605523422416525,2.7652959858286764e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004171097905802545,15.619788556182966,2,2,0.layers.8.attn.Wo.weight,0.3441783437757748
resolved,0.013664396907494035,saved_segment,0.028428098036277195,637.8496072817527,3e-05,768,2.9207904000666325e-15,adamw,1769472,0.02934791332452897,3.6883940865268655e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.005709232012746271,24.79363619304378,2,2,0.layers.8.attn.Wqkv.weight,0.2508950069040695
resolved,0.013664396907494035,cumulative,0.028428098036277195,637.8496072817527,3e-05,768,2.9207904000666325e-15,adamw,1769472,0.02934791332452897,3.6883940865268655e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.005709232012746271,24.79363619304378,2,2,0.layers.8.attn.Wqkv.weight,0.2508950069040695
resolved,0.008290421092075935,saved_segment,0.028419502978310415,645.9495004688288,3e-05,768,3.2336608951360888e-15,adamw,1769472,0.021047824164990108,3.3808453460051908e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006320796007976317,20.215729033359047,2,2,0.layers.8.mlp.Wi.weight,0.26744890552292655
resolved,0.008290421092075935,cumulative,0.028419502978310415,645.9495004688288,3e-05,768,3.2336608951360888e-15,adamw,1769472,0.021047824164990108,3.3808453460051908e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006320796007976317,20.215729033359047,2,2,0.layers.8.mlp.Wi.weight,0.26744890552292655
resolved,0.0007891778085997538,saved_segment,0.020127664972686872,609.2383123102877,3e-05,768,1.0456371454773483e-15,adamw,884736,0.0017862335944394446,3.4932947087909767e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004087787377375464,24.2443303680991,2,2,0.layers.8.mlp.Wo.weight,0.2555499439384729
resolved,0.0007891778085997538,cumulative,0.020127664972686872,609.2383123102877,3e-05,768,1.0456371454773483e-15,adamw,884736,0.0017862335944394446,3.4932947087909767e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004087787377375464,24.2443303680991,2,2,0.layers.8.mlp.Wo.weight,0.2555499439384729
resolved,0.0057522777570393315,saved_segment,0.01648049291963338,511.64095603900495,3e-05,768,8.232939878593375e-16,adamw,589824,0.0169422198243731,3.928954927758978e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004827847001223544,11.652883297296322,2,2,0.layers.9.attn.Wo.weight,0.3953959653538574
resolved,0.0057522777570393315,cumulative,0.01648049291963338,511.64095603900495,3e-05,768,8.232939878593375e-16,adamw,589824,0.0169422198243731,3.928954927758978e-15,16,diagnostic-natural-adamw,"[768, 768]",0.004827847001223544,11.652883297296322,2,2,0.layers.9.attn.Wo.weight,0.3953959653538574
resolved,0.007486245388223905,saved_segment,0.028378989382603945,630.378559362535,3e-05,768,3.2808001806591595e-15,adamw,1769472,0.0177567916831043,3.578504644101177e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006412938572523284,19.583021067370908,2,2,0.layers.9.attn.Wqkv.weight,0.2843405700520478
resolved,0.007486245388223905,cumulative,0.028378989382603945,630.378559362535,3e-05,768,3.2808001806591595e-15,adamw,1769472,0.0177567916831043,3.578504644101177e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.006412938572523284,19.583021067370908,2,2,0.layers.9.attn.Wqkv.weight,0.2843405700520478
resolved,0.006699091756271023,saved_segment,0.028468529657504793,647.0816501934552,3e-05,768,3.3912446173927633e-15,adamw,1769472,0.017916743413888856,3.79800317908112e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.00662882291458865,18.44409031302761,2,2,0.layers.9.mlp.Wi.weight,0.26587618969667043
resolved,0.006699091756271023,cumulative,0.028468529657504793,647.0816501934552,3e-05,768,3.3912446173927633e-15,adamw,1769472,0.017916743413888856,3.79800317908112e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.00662882291458865,18.44409031302761,2,2,0.layers.9.mlp.Wi.weight,0.26587618969667043
resolved,0.008894212189632461,saved_segment,0.02015020097186472,611.9937649211748,3e-05,768,1.032175193169014e-15,adamw,884736,0.019888287545210204,3.3585906758440637e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004035159561924515,24.93660572739151,2,2,0.layers.9.mlp.Wo.weight,0.25020945656679733
resolved,0.008894212189632461,cumulative,0.02015020097186472,611.9937649211748,3e-05,768,1.032175193169014e-15,adamw,884736,0.019888287545210204,3.3585906758440637e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.004035159561924515,24.93660572739151,2,2,0.layers.9.mlp.Wo.weight,0.25020945656679733
resolved,0.007506271776543581,saved_segment,0.006670416794230393,507.31502692568847,3e-05,768,3.548183346597836e-16,adamw,589824,0.02469404094262985,4.9416661350075806e-15,16,diagnostic-natural-adamw,"[768, 768]",0.0020806767184349236,10.27771870279142,3,3,0.layers.0.attn.Wo.weight,0.3696226798162904
resolved,0.005731456767457456,cumulative,0.02190252168739963,519.0305116151233,3e-05,768,1.3621463725371866e-15,adamw,589824,0.02383450969368477,4.6272575674656556e-15,16,diagnostic-natural-adamw,"[768, 768]",0.00798771080180019,7.518714128874648,3,3,0.layers.0.attn.Wo.weight,0.3689220363567551
resolved,0.010437122855142726,saved_segment,0.011862979066161754,599.4665950846121,3e-05,768,1.6915515033187362e-15,adamw,1769472,0.030999432801448,3.828270252729103e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.0033064543055660862,12.872487465184522,3,3,0.layers.0.attn.Wqkv.weight,0.4015089396225569
resolved,0.0049636430930636,cumulative,0.03847570886276878,615.5118075076998,3e-05,768,6.002546733274322e-15,adamw,1769472,0.016686173383120187,3.787389518052174e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.011733102096895931,10.753443564888393,3,3,0.layers.0.attn.Wqkv.weight,0.39493822607400314
resolved,0.010203340787848868,saved_segment,0.011743659098868417,627.0495960616455,3e-05,768,1.4471691890958898e-15,adamw,1769472,0.026901517033532423,3.4336111800963345e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.002828763290257948,17.23509401881936,3,3,0.layers.0.mlp.Wi.weight,0.329609102965529
resolved,0.0024043066312953534,cumulative,0.03763928488079049,645.188620552469,3e-05,768,5.305057451665062e-15,adamw,1769472,0.007949069252114834,4.105337526294054e-15,16,diagnostic-natural-adamw,"[2304, 768]",0.010369728629556357,13.174918718576114,3,3,0.layers.0.mlp.Wi.weight,0.2951446724650942
resolved,0.012817197299326028,saved_segment,0.008291827809960746,588.4048357495,3e-05,768,4.773046435459496e-16,adamw,884736,0.029730028317854654,3.5293867523203702e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.001865962686472002,19.746705073792228,3,3,0.layers.0.mlp.Wo.weight,0.31063514131568165
resolved,0.0014894600843868143,cumulative,0.026603506780841026,602.7488812727506,3e-05,768,1.6966070773619713e-15,adamw,884736,0.004114469479287363,3.7009362003424655e-15,16,diagnostic-natural-adamw,"[768, 1152]",0.0066326727442721535,16.08794732529392,3,3,0.layers.0.mlp.Wo.weight,0.28817425769974203
resolved,0.006472752099159839,saved_segment,0.006730382875352725,518.055991968643,3e-05,768,3.558174086067501e-16,adamw,589824,0.021774949425343654,5.024108790709835e-15,16,diagnostic-natural-adamw,"[768, 768]",0.0020865353500173116,10.404663711537511,3,3,0.layers.1.attn.Wo.weight,0.3550616363969633
