ndcg_at_10,operator,result_path,run_id,seed,state,task
0.25745,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/DBPediaDecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,DBPedia
0.92121,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/FEVERDecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,FEVER
0.51816,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/FiQA2018Decontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,FiQA2018
0.66876,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/HotpotQADecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,HotpotQA
0.55427,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/MSMARCODecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,MSMARCO
0.27948,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/NFCorpusDecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,NFCorpus
0.95887,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/NQDecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,NQ
0.90877,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/QuoraRetrievalDecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,QuoraRetrieval
0.15153,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/SCIDOCSDecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,SCIDOCS
0.86177,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/SciFactDecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,SciFact
0.81757,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/TRECCOVIDDecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,TRECCOVID
0.36754,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/Touche2020Decontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,Touche2020
0.53542,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/ArguAnaDecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,ArguAna
0.41678,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/ClimateFEVERDecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,ClimateFEVER
0.25472,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/DBPediaDecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,DBPedia
0.92289,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/FEVERDecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,FEVER
0.51026,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/FiQA2018Decontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,FiQA2018
0.66216,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/HotpotQADecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,HotpotQA
0.55436,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/MSMARCODecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,MSMARCO
0.26963,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/NFCorpusDecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,NFCorpus
0.92477,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/NQDecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,NQ
0.9106,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/QuoraRetrievalDecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,QuoraRetrieval
0.14721,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/SCIDOCSDecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,SCIDOCS
0.86617,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/SciFactDecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,SciFact
0.80644,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/TRECCOVIDDecontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,TRECCOVID
0.3504,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/results/factorial-v3-adamw_state-muon-seed314159__checkpoint-391/local/Touche2020Decontaminated.json,factorial-v3-adamw_state-muon-seed314159,314159,adamw_state,Touche2020
0.55434,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/ArguAnaDecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,ArguAna
0.40953,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/ClimateFEVERDecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,ClimateFEVER
0.26135,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/DBPediaDecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,DBPedia
0.92236,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/FEVERDecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,FEVER
0.52739,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/FiQA2018Decontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,FiQA2018
0.66672,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/HotpotQADecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,HotpotQA
0.56019,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/MSMARCODecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,MSMARCO
0.2761,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/NFCorpusDecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,NFCorpus
0.95246,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/NQDecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,NQ
0.91364,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/QuoraRetrievalDecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,QuoraRetrieval
0.14903,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/SCIDOCSDecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,SCIDOCS
0.88446,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/SciFactDecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,SciFact
0.81582,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/TRECCOVIDDecontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,TRECCOVID
0.35949,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/results/factorial-v3-muon_state-adamw-seed314159__checkpoint-391/local/Touche2020Decontaminated.json,factorial-v3-muon_state-adamw-seed314159,314159,muon_state,Touche2020
0.56093,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/ArguAnaDecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,ArguAna
0.41362,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/ClimateFEVERDecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,ClimateFEVER
0.26608,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/DBPediaDecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,DBPedia
0.92188,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/FEVERDecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,FEVER
0.54229,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/FiQA2018Decontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,FiQA2018
0.66876,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/HotpotQADecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,HotpotQA
0.56167,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/MSMARCODecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,MSMARCO
0.28042,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/NFCorpusDecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,NFCorpus
0.92545,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/NQDecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,NQ
0.91269,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/QuoraRetrievalDecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,QuoraRetrieval
0.15621,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/SCIDOCSDecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,SCIDOCS
0.87801,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/SciFactDecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,SciFact
0.81229,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/TRECCOVIDDecontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,TRECCOVID
0.34947,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed271828__checkpoint-391/local/Touche2020Decontaminated.json,factorial-v3-adamw_state-adamw-seed271828,271828,adamw_state,Touche2020
0.54109,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/ArguAnaDecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,ArguAna
0.42033,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/ClimateFEVERDecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,ClimateFEVER
0.2635,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/DBPediaDecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,DBPedia
0.92434,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/FEVERDecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,FEVER
0.52911,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/FiQA2018Decontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,FiQA2018
0.66482,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/HotpotQADecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,HotpotQA
0.55302,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/MSMARCODecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,MSMARCO
0.27593,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/NFCorpusDecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,NFCorpus
0.91733,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/NQDecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,NQ
0.91201,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/QuoraRetrievalDecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,QuoraRetrieval
0.14331,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/SCIDOCSDecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,SCIDOCS
0.88432,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/SciFactDecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,SciFact
0.80721,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/TRECCOVIDDecontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,TRECCOVID
0.35821,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed271828/checkpoint-391/dense/factorial-v3-muon_state-muon-seed271828__checkpoint-391/results/factorial-v3-muon_state-muon-seed271828__checkpoint-391/local/Touche2020Decontaminated.json,factorial-v3-muon_state-muon-seed271828,271828,muon_state,Touche2020
0.52257,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed161803__checkpoint-391/results/factorial-v3-adamw_state-muon-seed161803__checkpoint-391/local/ArguAnaDecontaminated.json,factorial-v3-adamw_state-muon-seed161803,161803,adamw_state,ArguAna
0.41156,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed161803__checkpoint-391/results/factorial-v3-adamw_state-muon-seed161803__checkpoint-391/local/ClimateFEVERDecontaminated.json,factorial-v3-adamw_state-muon-seed161803,161803,adamw_state,ClimateFEVER
0.25872,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed161803__checkpoint-391/results/factorial-v3-adamw_state-muon-seed161803__checkpoint-391/local/DBPediaDecontaminated.json,factorial-v3-adamw_state-muon-seed161803,161803,adamw_state,DBPedia
0.92224,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed161803__checkpoint-391/results/factorial-v3-adamw_state-muon-seed161803__checkpoint-391/local/FEVERDecontaminated.json,factorial-v3-adamw_state-muon-seed161803,161803,adamw_state,FEVER
0.49415,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed161803__checkpoint-391/results/factorial-v3-adamw_state-muon-seed161803__checkpoint-391/local/FiQA2018Decontaminated.json,factorial-v3-adamw_state-muon-seed161803,161803,adamw_state,FiQA2018
